StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q31,Prolific_ID,FI_Time_First Click,FI_Time_Last Click,FI_Time_Page Submit,FI_Time_Click Count,B1_wind_1,B1_flood_1,Appraisal1_1,Decision,SI_Time_First Click,SI_Time_Last Click,SI_Time_Page Submit,SI_Time_Click Count,Appraisal2_evac_4,Appraisal2_stay_1,B2_wind_1,B2_flood_1,age,gender,zipcode,prior_experience,MTurkCode,PROLIFIC_PID,Condition,QCity_zipcode,QState_zipcode,DeviceIdentifier
2022-04-08 18:41:10,2022-04-08 18:43:00,IP Address,73.23.4.12,100,110,True,2022-04-08 18:43:00,R_1LZoWv5wjObLB7Z,,,,,26.2519073486328125,-81.76360321044921875,anonymous,EN,I consent to taking part in this survey.,5f839de3c11409537caccb9c,9.762,22.469,23.976,3,120,16,9,Evacuate to a hotel up north paying at least $150 per night.,11.435,25.466,26.329,5,8,,110,12,23,Female,34119,Yes,4525113,5f839de3c11409537caccb9c,High Uncertainty - Cat 2,Naples,FL,
2022-04-08 18:46:40,2022-04-08 18:50:15,IP Address,68.59.54.211,100,214,True,2022-04-08 18:50:15,R_8cA9GGdnZVOBI53,,,,,30.4907989501953125,-84.31580352783203125,anonymous,EN,I consent to taking part in this survey.,612a435ae80fa0865e02855c,34.646,80.891,82.432,7,125,10,10,Evacuate to a hotel up north paying at least $150 per night.,28.819,58.144,60.453,3,9,,130,16,34,Female,32301,Yes,8203218,612a435ae80fa0865e02855c,High Uncertainty - Cat 4,Tallahassee,FL,
2022-04-08 18:48:21,2022-04-08 18:50:20,IP Address,65.35.162.13,100,119,True,2022-04-08 18:50:20,R_3NIgfUa0ajTrHuM,,,,,27.796295166015625,-82.63249969482421875,anonymous,EN,I consent to taking part in this survey.,5ede8c66b54d2210bc56cd65,20.808,30.605,31.448,2,130,13,9,Evacuate to a hotel up north paying at least $150 per night.,24.561,39.129,39.882,3,7,,140,20,34,Female,33701,Yes,9115588,5ede8c66b54d2210bc56cd65,Low Uncertainty - Cat 4,Saint Petersburg,FL,
2022-04-08 18:47:00,2022-04-08 18:50:47,IP Address,73.192.12.145,100,227,True,2022-04-08 18:50:48,R_2qeLIFIf0YxZY2I,,,,,30.15899658203125,-82.63390350341796875,anonymous,EN,I consent to taking part in this survey.,616478b1b8f606731ac1d6d5,33.709,47.104,51.055,3,120,20,6,Evacuate to a hotel up north paying at least $150 per night.,14.532,38.287,43.1,3,7,,155,18,31,Female,30096,Yes,7224403,616478b1b8f606731ac1d6d5,Low Uncertainty - Cat 4,Duluth,GA,
2022-04-08 18:56:37,2022-04-08 18:58:07,IP Address,73.244.252.62,100,89,True,2022-04-08 18:58:07,R_3RwiApN0J1LTkW3,,,,,26.1374053955078125,-80.16840362548828125,anonymous,EN,I consent to taking part in this survey.,5dd6f5c14a113a69437e9d30,9.558,23.028,27.002,3,115,12,8,"Stay in your place, a one-story, single-detached house, and ride out the storm.",3.688,27.849,28.374,8,,8,140,18,22,Female,33324,Yes,4307885,5dd6f5c14a113a69437e9d30,High Uncertainty - Cat 4,Fort Lauderdale,FL,
2022-04-08 19:10:14,2022-04-08 19:15:39,IP Address,35.138.202.230,100,324,True,2022-04-08 19:15:39,R_3rJllZxJDgsj4xw,,,,,28.24749755859375,-82.49430084228515625,anonymous,EN,I consent to taking part in this survey.,606fa1a94ec672cce3076694,41.615,63.328,64.325,4,120,20,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",18.501,66.882,67.865,7,,4,100,10,55,Female,33556,Yes,9216978,606fa1a94ec672cce3076694,High Uncertainty - Cat 2,Odessa,FL,
2022-04-08 19:24:02,2022-04-08 19:25:41,IP Address,66.162.162.80,100,99,True,2022-04-08 19:25:45,R_C4DqVGhIlD8Chzj,,,,,28.7675018310546875,-81.28440093994140625,anonymous,EN,I consent to taking part in this survey.,61625a497ae037549b3f9e2a,21.957,25.98,27.977,2,150,12,3,"Stay in your place, a one-story, single-detached house, and ride out the storm.",12.569,27.113,27.796,3,,2,86,5,33,Male,32708,Yes,9527172,61625a497ae037549b3f9e2a,High Uncertainty - Cat 2,Winter Springs,FL,
2022-04-08 19:24:31,2022-04-08 19:27:35,IP Address,96.59.224.139,100,183,True,2022-04-08 19:27:35,R_3MoqGFIRfXT0aY2,,,,,28.1389007568359375,-82.7498016357421875,anonymous,EN,I consent to taking part in this survey.,5eeaa7fe85ba0117909799df,2.918,57.349,58.415,6,100,12,6,Evacuate to a hotel up north paying at least $150 per night.,2.421,46.45,47.27,11,8,,120,16,42,Female,34689,Yes,3525607,5eeaa7fe85ba0117909799df,High Uncertainty - Cat 4,Tarpon Springs,FL,
2022-04-08 19:26:24,2022-04-08 19:28:49,IP Address,71.215.39.89,100,144,True,2022-04-08 19:28:49,R_2t0dKJ9x61K4jEQ,,,,,26.59210205078125,-81.67839813232421875,anonymous,EN,I consent to taking part in this survey.,5afa1dfb3aba4900015f26a6,32.639,42.882,44.034,2,131,14,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",9.527,26.292,29.76,4,,9,150,16,31,Male,33974,Yes,4427299,5afa1dfb3aba4900015f26a6,Low Uncertainty - Cat 4,Lehigh Acres,FL,
2022-04-08 19:28:12,2022-04-08 19:31:35,IP Address,184.90.22.57,100,202,True,2022-04-08 19:31:35,R_pyDkACLM6rf6XId,,,,,29.2866058349609375,-81.0868988037109375,anonymous,EN,I consent to taking part in this survey.,5ed96952bc8c115043afc20d,1.135,55.893,57.044,7,110,9,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",1.278,58.994,61.897,11,,7,120,11,34,Female,32174,Yes,4973048,5ed96952bc8c115043afc20d,High Uncertainty - Cat 4,Ormond Beach,FL,
2022-04-08 19:27:21,2022-04-08 19:36:04,IP Address,72.13.157.188,100,522,True,2022-04-08 19:36:04,R_3ke4458rBqS95Ay,,,,,25.95849609375,-80.13809967041015625,anonymous,EN,I consent to taking part in this survey.,604a7e9f84bf0e7937200df5,16.506,22.501,23.554,2,150,10,0,"Stay in your place, a one-story, single-detached house, and ride out the storm.",12.371,26.608,26.891,8,,0,145,14,28,Male,33180,Yes,5128897,604a7e9f84bf0e7937200df5,Low Uncertainty - Cat 4,Miami,FL,
2022-04-08 20:01:40,2022-04-08 20:02:52,IP Address,99.45.246.70,100,71,True,2022-04-08 20:02:52,R_1jpNyRhoRCj687Q,,,,,28.558807373046875,-81.3495025634765625,anonymous,EN,I consent to taking part in this survey.,6053d496c98d5c302ec2e31d,3.546,21.201,22.151,13,120,8,7,Evacuate to a hotel up north paying at least $150 per night.,2.389,9.1,9.815,8,5,,104,10,39,Female,32801,Yes,7175063,6053d496c98d5c302ec2e31d,High Uncertainty - Cat 2,Orlando,FL,
2022-04-08 20:02:00,2022-04-08 20:05:18,IP Address,47.196.47.117,100,198,True,2022-04-08 20:05:19,R_8GLRAf3PZ2ukgz7,,,,,27.8672027587890625,-82.35030364990234375,anonymous,EN,I consent to taking part in this survey.,61017dbbf8b1afba48b7822e,13.771,109.348,110.23,5,121,10,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",11.262,24.598,25.559,5,,7,138,17,21,Female,33682,Yes,4446296,61017dbbf8b1afba48b7822e,Low Uncertainty - Cat 4,Tampa,FL,
2022-04-08 20:17:57,2022-04-08 20:19:47,IP Address,45.20.100.169,100,109,True,2022-04-08 20:19:47,R_Au35GoWZP5Uqd45,,,,,26.6598052978515625,-80.24289703369140625,anonymous,EN,I consent to taking part in this survey.,5f2501746a3e391489dc9415,31.535,38.271,38.876,2,120,12,3,"Stay in your place, a one-story, single-detached house, and ride out the storm.",13.914,27.995,28.45,3,,6,140,16,23,Male,33411,Yes,1734753,5f2501746a3e391489dc9415,High Uncertainty - Cat 4,West Palm Beach,FL,
2022-04-08 20:21:09,2022-04-08 20:23:55,IP Address,73.23.236.133,100,165,True,2022-04-08 20:23:55,R_sgRVeYEMem9kZwt,,,,,26.5366973876953125,-81.94460296630859375,anonymous,EN,I consent to taking part in this survey.,5e87206614560f0118569c49,3.554,42.148,43.069,7,115,10,6,Evacuate to a hotel up north paying at least $150 per night.,1.673,32.861,34.562,11,4,,90,4,49,Female,33908,Yes,2428622,5e87206614560f0118569c49,High Uncertainty - Cat 2,Fort Myers,FL,
2022-04-08 20:33:43,2022-04-08 20:39:31,IP Address,97.100.82.94,100,348,True,2022-04-08 20:39:31,R_25GT9NfcPyjRKwD,,,,,28.30560302734375,-81.41970062255859375,anonymous,EN,I consent to taking part in this survey.,5ea645096a1a5b65989587be,129.665,138.919,140.432,2,150,12,7,"Stay in your place, a one-story, single-detached house, and ride out the storm.",39.285,69.636,70.936,4,,6,100,8,63,Female,34744,Yes,8278193,5ea645096a1a5b65989587be,High Uncertainty - Cat 2,Kissimmee,FL,
2022-04-08 20:54:16,2022-04-08 20:56:32,IP Address,134.56.182.173,100,136,True,2022-04-08 20:56:33,R_2OOUMgdW7rYhthq,,,,,27.9748992919921875,-80.69170379638671875,anonymous,EN,I consent to taking part in this survey.,5de260b9553cee28d97b058d,3.6,20.4,21.6,13,94,3,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",0.9,14.2,16.1,16,,9,120,5,29,Male,32908,Yes,4671947,5de260b9553cee28d97b058d,Low Uncertainty - Cat 4,Palm Bay,FL,
2022-04-08 20:57:52,2022-04-08 21:00:38,IP Address,99.23.145.227,100,165,True,2022-04-08 21:00:38,R_W02KH24fy8dsfuh,,,,,28.5435943603515625,-81.37380218505859375,anonymous,EN,I consent to taking part in this survey.,5ead1627e0026439492eee19,33.362,43.134,47.243,3,120,5,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",35.015,47.418,48.894,8,,7,130,11,26,Male,32801,Yes,7849236,5ead1627e0026439492eee19,Low Uncertainty - Cat 4,Orlando,FL,
2022-04-08 20:59:42,2022-04-08 21:03:49,IP Address,66.229.20.164,100,246,True,2022-04-08 21:03:49,R_O3TWOrwZRZwycy5,,,,,26.0218963623046875,-80.30030059814453125,anonymous,EN,I consent to taking part in this survey.,5d9264f527fdac00158fd876,9.229,17.864,19.422,6,111,9,8,"Stay in your place, a one-story, single-detached house, and ride out the storm.",2.341,55.386,56.906,7,,8,122,6,39,Female,33023,Yes,1074465,5d9264f527fdac00158fd876,High Uncertainty - Cat 2,Hollywood,FL,
2022-04-08 21:01:18,2022-04-08 21:05:06,IP Address,73.28.114.92,100,227,True,2022-04-08 21:05:06,R_12FMEm1RE60rReY,,,,,26.2845001220703125,-81.7563018798828125,anonymous,EN,I consent to taking part in this survey.,5e69b0b5cd41350227fcdccd,2.051,57.986,59.587,10,120,9,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",1.647,59.254,62.875,21,,7,145,12,34,Female,34110,Yes,5291399,5e69b0b5cd41350227fcdccd,High Uncertainty - Cat 4,Naples,FL,
2022-04-08 21:20:57,2022-04-08 21:22:16,IP Address,67.8.26.224,100,78,True,2022-04-08 21:22:17,R_2bWt9HJYsGP6km9,,,,,28.5503997802734375,-81.18329620361328125,anonymous,EN,I consent to taking part in this survey.,5f6c102b6ec04317fc9a8127,6.309,16.052,16.71,4,140,16,8,Evacuate to a hotel up north paying at least $150 per night.,8.938,17.899,18.125,9,7,,145,22,19,Male,32826,No,2132996,5f6c102b6ec04317fc9a8127,High Uncertainty - Cat 4,Orlando,FL,
2022-04-08 21:35:54,2022-04-08 21:39:49,IP Address,68.109.105.74,100,234,True,2022-04-08 21:39:50,R_23QsNvP5y2n7uBr,,,,,30.486297607421875,-87.18289947509765625,anonymous,EN,I consent to taking part in this survey.,6105a358dfef036828f7d2fa,35.116,64.671,68.446,6,120,12,7,Evacuate to a hotel up north paying at least $150 per night.,7.024,65.562,83.1,13,10,,140,16,66,Female,32504,Yes,7894171,6105a358dfef036828f7d2fa,Low Uncertainty - Cat 4,Pensacola,FL,
2022-04-08 22:11:30,2022-04-08 22:17:07,IP Address,69.254.172.132,100,336,True,2022-04-08 22:17:07,R_3MM8DK7Tld8sD4W,,,,,30.4907989501953125,-84.31580352783203125,anonymous,EN,I consent to taking part in this survey.,5f038dc85819b15b08840dfd,14.015,95.157,95.801,4,150,10,2,"Stay in your place, a one-story, single-detached house, and ride out the storm.",9.314,39.586,40.108,6,,2,120,6,25,Male,32304,Yes,3567148,5f038dc85819b15b08840dfd,High Uncertainty - Cat 2,Tallahassee,FL,
2022-04-08 22:39:58,2022-04-08 22:41:30,IP Address,108.83.212.211,100,92,True,2022-04-08 22:41:30,R_2R4XaT244bzfqY4,,,,,34.029693603515625,-84.1468963623046875,anonymous,EN,I consent to taking part in this survey.,5598ab6efdf99b4beca342c6,8.494,23.569,26.679,7,110,9,8,Evacuate to a hotel up north paying at least $150 per night.,4.859,27.814,28.573,5,5,,81,5,29,Male,33647,Yes,5771201,5598ab6efdf99b4beca342c6,High Uncertainty - Cat 2,Tampa,FL,
2022-04-08 22:46:30,2022-04-08 22:48:20,IP Address,98.211.246.35,100,110,True,2022-04-08 22:48:20,R_AuqpC1xZoQ1Gan7,,,,,25.869598388671875,-80.3072967529296875,anonymous,EN,I consent to taking part in this survey.,615394137aa103e17d98a027,28.682,35.072,36.374,2,120,12,8,"Stay in your place, a one-story, single-detached house, and ride out the storm.",9.116,31.762,33.067,4,,9,140,16,26,Female,33012,Yes,3987680,615394137aa103e17d98a027,Low Uncertainty - Cat 4,Hialeah,FL,
2022-04-08 22:58:20,2022-04-08 23:01:33,IP Address,107.77.233.12,100,192,True,2022-04-08 23:01:33,R_2WwEVRm055Xdtlb,,,,,33.748504638671875,-84.3871002197265625,anonymous,EN,I consent to taking part in this survey.,6237a450c5d47555145d1da4,10.972,73.94,74.778,9,150,12,2,"Stay in your place, a one-story, single-detached house, and ride out the storm.",14.35,44.957,46.218,10,,4,150,21,47,Female,32257,Yes,6697634,6237a450c5d47555145d1da4,High Uncertainty - Cat 4,Jacksonville,FL,
2022-04-08 23:11:31,2022-04-08 23:13:21,IP Address,173.18.73.57,100,110,True,2022-04-08 23:13:22,R_1gbEzfEzhNT0oZm,,,,,30.36590576171875,-86.24579620361328125,anonymous,EN,I consent to taking part in this survey.,60863cf20692f94a0fb0833c,6.573,31.749,39.788,4,120,12,4,"Stay in your place, a one-story, single-detached house, and ride out the storm.",8.176,19.895,24.644,4,,6,140,16,28,Male,32459,Yes,5948598,60863cf20692f94a0fb0833c,Low Uncertainty - Cat 4,Santa Rosa Beach,FL,
2022-04-08 23:45:25,2022-04-08 23:47:41,IP Address,174.211.163.31,100,136,True,2022-04-08 23:47:41,R_2c74g8ZiEjPZOf2,,,,,28.6343994140625,-81.622100830078125,anonymous,EN,I consent to taking part in this survey.,60bab9f865afc7f8435a99d8,18.643,61.275,62.679,4,142,13,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",8.03,26.562,28.162,11,,9,140,21,41,Female,33952,Yes,7205628,60bab9f865afc7f8435a99d8,High Uncertainty - Cat 4,Port Charlotte,FL,
2022-04-08 23:49:34,2022-04-08 23:53:53,IP Address,66.231.144.143,100,258,True,2022-04-08 23:53:54,R_3neBcoOp26yETM2,,,,,29.646697998046875,-82.328399658203125,anonymous,EN,I consent to taking part in this survey.,60cfe495190da9fb2a1b9e52,73.129,106.001,107.318,5,135,10,4,"Stay in your place, a one-story, single-detached house, and ride out the storm.",87.88,95.074,106.917,5,,2,105,5,22,Male,32607,Yes,1164633,60cfe495190da9fb2a1b9e52,High Uncertainty - Cat 2,Gainesville,FL,
2022-04-09 00:06:32,2022-04-09 00:07:52,IP Address,108.190.178.28,100,80,True,2022-04-09 00:07:52,R_3EQlwLPXT7wODgp,,,,,28.11309814453125,-81.6240997314453125,anonymous,EN,I consent to taking part in this survey.,5e519c1b7243ea1d0aa361d6,15.64,24.526,24.965,5,127,9,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",7.773,14.674,15.478,4,,5,100,6,33,Female,32246,Yes,6881634,5e519c1b7243ea1d0aa361d6,High Uncertainty - Cat 2,Jacksonville,FL,
2022-04-09 01:28:19,2022-04-09 01:30:33,IP Address,184.89.152.145,100,133,True,2022-04-09 01:30:33,R_3PozUmz54BdVFux,,,,,28.7935028076171875,-81.28679656982421875,anonymous,EN,I consent to taking part in this survey.,5ba840da26605b00013c8119,18.009,29.71,50.618,3,150,20,8,Evacuate to a hotel up north paying at least $150 per night.,18.576,36.803,37.335,4,9,,155,18,22,Male,32771,Yes,3120184,5ba840da26605b00013c8119,Low Uncertainty - Cat 4,Sanford,FL,
2022-04-09 02:02:20,2022-04-09 02:21:38,IP Address,73.56.101.29,100,1158,True,2022-04-09 02:21:38,R_31HnafE80qthyH8,,,,,26.016204833984375,-80.19550323486328125,anonymous,EN,I consent to taking part in this survey.,6100fd9153a73727cf2edda8,2.191,15.499,16.181,10,130,10,8,Evacuate to a hotel up north paying at least $150 per night.,1.308,18.183,18.81,15,8,,135,12,19,Other,33024,Yes,5499651,6100fd9153a73727cf2edda8,High Uncertainty - Cat 4,Hollywood,FL,
2022-04-09 02:22:34,2022-04-09 02:24:53,IP Address,71.214.55.125,100,138,True,2022-04-09 02:24:53,R_269MeJPj3GoJ8W0,,,,,29.1280975341796875,-82.2975006103515625,anonymous,EN,I consent to taking part in this survey.,5700616b8a49c7000d0c73ad,4.472,51.622,52.57,8,110,10,7,"Stay in your place, a one-story, single-detached house, and ride out the storm.",1.254,33.907,35.007,10,,8,125,14,33,Female,34788,Yes,5101116,5700616b8a49c7000d0c73ad,High Uncertainty - Cat 4,Leesburg,FL,
2022-04-09 03:49:22,2022-04-09 03:51:26,IP Address,97.104.57.100,100,123,True,2022-04-09 03:51:26,R_OfYtflHW5XPISFb,,,,,29.042205810546875,-81.2863006591796875,anonymous,EN,I consent to taking part in this survey.,6163d3ea0d13c617bb46c99b,39.596,43.927,47.825,2,120,12,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",19.491,30.233,31.245,5,,8,140,16,42,Male,32724,Yes,8713629,6163d3ea0d13c617bb46c99b,Low Uncertainty - Cat 4,Deland,FL,
2022-04-09 04:24:55,2022-04-09 04:27:07,IP Address,172.56.26.107,100,132,True,2022-04-09 04:27:08,R_2uV5jNQz4nlFm1D,,,,,28.0406036376953125,-82.39510345458984375,anonymous,EN,I consent to taking part in this survey.,60cb7cd965410f9f9f47ba6f,7.904,44.147,44.807,9,85,7,5,Evacuate to a hotel up north paying at least $150 per night.,6.187,33.045,33.549,12,3,,80,5,42,Female,32073,Yes,7963286,60cb7cd965410f9f9f47ba6f,High Uncertainty - Cat 2,Orange Park,FL,
2022-04-09 04:35:16,2022-04-09 04:37:50,IP Address,107.143.43.96,100,154,True,2022-04-09 04:37:50,R_2QXkZyK5xYoQvk1,,,,,29.5121002197265625,-82.30680084228515625,anonymous,EN,I consent to taking part in this survey.,60fd38ded9e5eea835eba383,18.595,30.245,31.961,3,120,12,6,Evacuate to a hotel up north paying at least $150 per night.,14.252,29.361,30.761,3,7,,140,14,59,Female,32667,Yes,6798123,60fd38ded9e5eea835eba383,Low Uncertainty - Cat 4,Micanopy,FL,
2022-04-09 05:35:25,2022-04-09 05:37:27,IP Address,72.185.158.23,100,121,True,2022-04-09 05:37:27,R_2EFciRuqyvahqFc,,,,,28.2136993408203125,-82.68090057373046875,anonymous,EN,I consent to taking part in this survey.,59f5c7f405d1d60001f14399,20.382,39.86,41.027,3,135,16,4,"Stay in your place, a one-story, single-detached house, and ride out the storm.",8.541,30.08,35.653,4,,6,135,20,43,Female,34653,Yes,8508233,59f5c7f405d1d60001f14399,High Uncertainty - Cat 4,New Port Richey,FL,
2022-04-09 05:37:54,2022-04-09 05:41:39,IP Address,73.23.54.130,100,225,True,2022-04-09 05:41:40,R_r9IKYxpLs4Zza2B,,,,,26.4347991943359375,-81.81099700927734375,anonymous,EN,I consent to taking part in this survey.,612ee4c5848318d0c3a3f172,24.171,63.767,65.642,3,115,13,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",25.096,90.104,91.203,4,,0,90,3,34,Male,33928,Yes,3524892,612ee4c5848318d0c3a3f172,High Uncertainty - Cat 2,Estero,FL,
2022-04-09 05:47:07,2022-04-09 05:49:18,IP Address,35.139.156.24,100,131,True,2022-04-09 05:49:19,R_2cvzHzN3ihzIvev,,,,,28.24749755859375,-82.49430084228515625,anonymous,EN,I consent to taking part in this survey.,5a6115d2b9e3b50001a6ca82,28.857,43.706,44.769,3,128,12,8,"Stay in your place, a one-story, single-detached house, and ride out the storm.",16.265,24.322,25.182,3,,9,154,21,60,Female,34638,Yes,1022924,5a6115d2b9e3b50001a6ca82,Low Uncertainty - Cat 4,Land O Lakes,FL,
2022-04-09 06:14:08,2022-04-09 06:18:09,IP Address,67.8.49.81,100,241,True,2022-04-09 06:18:10,R_A4Hlywsub7HZY3L,,,,,28.3939056396484375,-81.421600341796875,anonymous,EN,I consent to taking part in this survey.,6155bb7bd61da3e93bc842e8,74.871,86.697,87.506,3,114,11,6,Evacuate to a hotel up north paying at least $150 per night.,60.753,78.027,79.154,4,8,,115,5,32,Male,32821,Yes,9508352,6155bb7bd61da3e93bc842e8,High Uncertainty - Cat 4,Orlando,FL,
2022-04-09 06:19:13,2022-04-09 06:19:56,IP Address,142.196.191.178,100,43,True,2022-04-09 06:19:57,R_3Mnxgmym2C7O0nq,,,,,28.575897216796875,-81.39569854736328125,anonymous,EN,I consent to taking part in this survey.,5e46f51bc3298c1bf813a984,1.714,2.477,3.788,2,102,7,2,"Stay in your place, a one-story, single-detached house, and ride out the storm.",1.539,15.611,16.418,8,,3,124,8,24,Male,32819,Yes,4247241,5e46f51bc3298c1bf813a984,High Uncertainty - Cat 4,Orlando,FL,
2022-04-09 06:25:59,2022-04-09 06:28:58,IP Address,108.14.70.54,100,179,True,2022-04-09 06:28:59,R_3JyLe21KQY9jbGh,,,,,40.656402587890625,-73.6753997802734375,anonymous,EN,I consent to taking part in this survey.,6234b2b5e6b80ea7060d458a,35.156,40.909,43.287,2,100,10,9,Evacuate to a hotel up north paying at least $150 per night.,41.537,65.13,66.695,3,10,,130,15,65,Male,32043,Yes,1314846,6234b2b5e6b80ea7060d458a,Low Uncertainty - Cat 4,Green Cove Springs,FL,
2022-04-09 07:11:23,2022-04-09 07:13:07,IP Address,71.57.188.174,100,104,True,2022-04-09 07:13:08,R_12ifcB3KkQWxSeh,,,,,26.3477020263671875,-80.10939788818359375,anonymous,EN,I consent to taking part in this survey.,5b5c8d4e10aec90001ed4bee,21.559,40.896,42.248,5,150,8,0,"Stay in your place, a one-story, single-detached house, and ride out the storm.",9.405,17.462,28.039,3,,0,120,8,23,Female,33431,Yes,1936935,5b5c8d4e10aec90001ed4bee,High Uncertainty - Cat 2,Boca Raton,FL,
2022-04-09 07:33:44,2022-04-09 07:35:18,IP Address,73.125.132.97,100,93,True,2022-04-09 07:35:19,R_2EtWEgdIH1Tgyci,,,,,25.606201171875,-80.3451995849609375,anonymous,EN,I consent to taking part in this survey.,6151dba505cdcf5d7a713836,21.113,26.087,26.889,3,108,9,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",15.218,23.115,24.131,4,,5,89,5,62,Male,33157,No,1401200,6151dba505cdcf5d7a713836,High Uncertainty - Cat 2,Miami,FL,
2022-04-09 07:49:34,2022-04-09 07:50:46,IP Address,107.206.217.106,100,71,True,2022-04-09 07:50:46,R_1TZIIWSiNZ2BDu9,,,,,26.268096923828125,-80.209197998046875,anonymous,EN,I consent to taking part in this survey.,5e66e1f76e2ba14640fe0032,13.901,17.869,18.729,4,86,3,2,"Stay in your place, a one-story, single-detached house, and ride out the storm.",14.905,21.982,22.691,3,,1,81,1,44,Male,33063,Yes,6434255,5e66e1f76e2ba14640fe0032,High Uncertainty - Cat 2,Pompano Beach,FL,
2022-04-09 07:52:59,2022-04-09 07:57:10,IP Address,71.220.200.173,100,251,True,2022-04-09 07:57:11,R_0vSSmtawsJLWrrb,,,,,30.480499267578125,-84.22429656982421875,anonymous,EN,I consent to taking part in this survey.,5de50461a1d49a0845d168fc,75.729,92.875,94.776,2,115,10,5,Evacuate to a hotel up north paying at least $150 per night.,18.394,38.197,68.18,3,7,,130,15,66,Male,32459,Yes,5067228,5de50461a1d49a0845d168fc,High Uncertainty - Cat 4,Santa Rosa Beach,FL,
2022-04-09 07:56:22,2022-04-09 07:58:32,IP Address,70.127.179.220,100,129,True,2022-04-09 07:58:32,R_2q9Rgz2fq3OBd7F,,,,,28.0699005126953125,-81.810699462890625,anonymous,EN,I consent to taking part in this survey.,5ea4b13e21ff580d8ddfca59,30.397,39.101,40.348,3,100,10,5,"Stay in your place, a one-story, single-detached house, and ride out the storm.",13.464,32.401,33.414,4,,7,140,15,34,Female,33850,Yes,2470272,5ea4b13e21ff580d8ddfca59,Low Uncertainty - Cat 4,Lake Alfred,FL,
2022-04-09 08:19:21,2022-04-09 08:21:54,IP Address,68.204.99.8,100,153,True,2022-04-09 08:21:54,R_usovtb8T9tqeJPz,,,,,28.0980072021484375,-81.494903564453125,anonymous,EN,I consent to taking part in this survey.,5d275350982e6e001744fb76,12.855,15.834,16.721,3,110,8,5,Evacuate to a hotel up north paying at least $150 per night.,1.737,5.547,6.38,4,5,,118,15,31,Male,34758,Yes,3873112,5d275350982e6e001744fb76,High Uncertainty - Cat 4,Kissimmee,FL,
2022-04-09 08:45:34,2022-04-09 08:47:56,IP Address,73.84.250.202,100,142,True,2022-04-09 08:47:56,R_21sKNtDz6QjKEoE,,,,,25.8153076171875,-80.357696533203125,anonymous,EN,I consent to taking part in this survey.,5f6a545fdca6c40ffe5fd6fa,27.481,34.927,35.99,4,150,20,8,Evacuate to a hotel up north paying at least $150 per night.,4.428,36.2,37.408,9,6,,120,14,44,Male,33178,Yes,8336794,5f6a545fdca6c40ffe5fd6fa,High Uncertainty - Cat 2,Miami,FL,
2022-04-09 08:57:32,2022-04-09 09:00:31,IP Address,97.100.246.5,100,179,True,2022-04-09 09:00:32,R_2xLuEwUvxSFn3rV,,,,,28.3961029052734375,-81.46810150146484375,anonymous,EN,I consent to taking part in this survey.,60fd562c1b4e51c7ccb8b946,6.386,66.49,67.507,7,90,10,10,Evacuate to a hotel up north paying at least $150 per night.,7.266,40.941,42.555,8,7,,89,5,23,Female,34746,No,8583437,60fd562c1b4e51c7ccb8b946,High Uncertainty - Cat 2,Kissimmee,FL,
2022-04-09 08:59:23,2022-04-09 09:01:05,IP Address,68.204.87.30,100,101,True,2022-04-09 09:01:05,R_3qfcFbTGkwI5sFk,,,,,28.5836029052734375,-81.53240203857421875,anonymous,EN,I consent to taking part in this survey.,5e7e861840bdc95542dc6f04,15.213,25.636,26.253,7,118,10,5,Evacuate to a hotel up north paying at least $150 per night.,12.352,19.355,20.951,4,7,,136,11,27,Female,34787,Yes,5778251,5e7e861840bdc95542dc6f04,Low Uncertainty - Cat 4,Winter Garden,FL,
2022-04-09 09:02:58,2022-04-09 09:06:09,IP Address,108.190.120.92,100,191,True,2022-04-09 09:06:10,R_3hF8h8DdOBFR5JP,,,,,27.9882965087890625,-82.299102783203125,anonymous,EN,I consent to taking part in this survey.,61522983a596d0aa25117787,25.676,49.709,50.238,4,120,17,6,"Stay in your place, a one-story, single-detached house, and ride out the storm.",9.898,19.366,20.023,3,,8,135,22,18,Female,33625,Yes,6715146,61522983a596d0aa25117787,Low Uncertainty - Cat 4,Tampa,FL,
